framenr,kanji,keyword,public,last_edited,story
722,拠,"foothold",1,2016-06-14 20:14:28,"finger dispose
Rock-climbing is all about the fluid motions of finding new footholds, disposing of the current fingerhold and vice-versa."
723,描,"sketch",1,2016-06-14 20:18:50,"finger-seedling
A rough finger-sketch is the seedling from which the full painting will grow."
724,操,"maneuver",1,2016-06-14 20:20:43,"You need steady fingers to manoeuvre a top-laden Christmas tree around since its centre of gravity is so high."
725,接,"touch",1,2016-06-14 20:29:44,"One woman's approach to inappropriate fingering on the subway. A big fucking vase to smash over the head of any perverts."
726,掲,"put up a notice",1,2016-06-15 13:53:36,"Casting light on to a need for hands. Like a help wanted, missing person or drummer needed poster.
Or maybe it's a notice looking for hands to put up notices."
727,掛,"hang",1,2016-06-14 20:35:27,"""hang"" in the sense of hanging a picture, so I'll go with that.
hand on left is obviously the doer
ivy in the middle is probably some sort of landscape scene (perhaps the kanji for ""horizon"" seen side on)
divining rod on the right is a little hook that ""magically"" divines where the matching hole in the wall is."
728,捗,"make headway",1,2016-06-18 07:12:22,"finger-walk
Making the smallest amount of headway: think ""baby steps"" -> ""finger walk""
If you keep your fingers out in front of you and do little bowing movements (like your hand is actually walking your head) as you're walking (as Japanese people do) you'll make better headway through the crowds."
729,研,"polish",1,2016-06-14 20:44:50,"stone + two hands. 

Image of a stone wheel operated by a treadle (foot pedal) leaving your two hands free to hold the item you're polishing.
(kanji also has the meaning of ""sharpen"", which makes a lot more sense with this explanation of the pictographic elements since you use bare stone to sharpen blades--this is also why you want two hands free to hold the thing. To stick ""polish"" in your mind, imagine the stone wheel has a felt rim)"
730,戒,"commandment",1,2016-06-14 20:54:25,"I will replace ""commandment"" with ""sila"", a code of conduct or system of ethics based on the golden rule (do no harm, love one another, etc).
The fiesta shows people with arms up in the air celebrating with each other freely and without fear of each other."
731,弄,"tinker with",1,2016-06-14 20:59:18,"king with two hands beneath
Assume the hands beneath are the hands of the population. He's far above them and doesn't know what effect his policies will have on them so the best he can do is keep an eye out for unrest and tinker with the workings of state if things go wrong.
(think the PC game of Civilisation and how you have to tinker with things to make the citizens happy and avoid lost productivity, periods of anarchy, etc."
732,械,"contraption",1,2016-06-14 21:05:10,"tree-sila (commandment)
Probably some Amish interpretation. Can't make a telephone from wood."
733,鼻,"nose",1,2016-06-14 21:12:00,"self-rice field-two hands. With ""brain"" it does suggest an embalming art. Brains scooped out of the nose with two hands and then nose-plugs inserted."
734,刑,"punish",1,2016-06-14 21:23:19,"The ultimate punishment is capital punishment. I'm sure everyone has seen some sort of execution scene in Japanese film. The sword is used in a two-handed way for maximum force and the cleanest kill."
735,型,"mould",1,2016-06-14 21:28:01,"Punishment over earth.
The whole idea is of rigid regime above (dispensing punishment as appropriate) moulding the base soil (which represents the person being shaped) into something worthwhile/useful."
736,才,"genius",1,2016-06-14 21:51:10,"A guy called ""Freelance Hellraiser"" did a mashup of The Strokes' Hard to Explain and Christine Aguilera's Genie in a Bottle (referencing the ""modified"" stroke order as mentioned by Heisig, perhaps), entitled ""A stroke of genius"", perhaps a reflection of this ""genius"" third stroke that makes it different from a regular finger.
None of this will help you remember the kanji for ""genius""."
737,財,"property",1,2016-06-15 14:04:25,"If possessions are rather meagre things (suggesting little more than you can carry) then property is much more (like actual properties, as well as other wealth/assets).
Presumably the genius of money is that it allows people to own property, and not just simple possessions."
738,材,"lumber",1,2016-06-15 14:06:45,"It doesn't take a genius to realise that trees can be turned into lumber and sold off to make yourself rich.
(trying to work a similar idea to ""property"")"
739,存,"suppose",1,2016-06-15 14:11:12,"Children suppose that lots of things they hear are true, like that genies in a bottle can grant wishes. I suppose that's why we tell them stories like that, but I also suppose that we wished they were true, too."
740,在,"exist",1,2016-06-16 14:08:25,"We all know that genies in bottles don't exist, but lots of people think that the Golem of Prague (a magical creature made from clay) did exist.
Exist as opposed to non-existence: genies in bottles don't exist, only things that are grounded in reality do."
741,乃,"from",1,2016-06-15 14:19:10,"from, 2nd meaning ""fist""
First stroke (the simple downwards one) looks like something that you're taking from someone. The other stroke looks like a thumb on top, folded down (first corner) and clenched fingers below.
""from"" is a bit abstract, but think, would you give something #to# somebody with a clenched fist? They'd probably think you were going to punch them!"
742,携,"portable",1,2016-06-15 14:24:32,"Think of portable foods, in this case, something like a turkey drumstick. So why do we have both fingers and a fist here? Imagine going to a turkey drumstick stall in a foreign country and not knowing the language. You'd use your fingers first to indicate how many you want, and then you'd use your fist to take the drumstick from the vendor. Also think ""portable"" as meaning ""to take away/to go"" and it suits this fast-food story perfectly."
743,及,"reach out",1,2016-06-15 14:30:11,"Contrast scary image of a fist, and this third stroke that reverses the meaning, turning it into something positive.
So imagine landing a boat in a new country late at night and seeing a giant fist reaching out to you. Then the fear vanishes when you realise they're holding out a rope so that you can moor yourself. How nice to meet someone reaching out to help on your first day."
744,吸,"suck",1,2016-06-15 14:34:17,"Suck
To suckle is immediately obvious. A baby's mouth reaching out for milk."
745,扱,"handle",1,2016-06-15 14:48:35,"finger-reach/finger-outstretched hands
These seemingly-easy kanji are actually probably the hardest to remember.
I'm going to remember a particular handle: that of a large window. A burglar sees that a smaller window above it is opened so he climbs up and manages to catch the handle of the big window with his fingers after stretching his hand out as far as it will go."
746,丈,"length",1,2016-06-15 14:55:30,"For the primitive, ""arm"" or ""tucked under arm"", I'm imagining the down-stroke to be the arm, and the stroke across it, an umbrella or such (held in place above the elbow between the body and the arm)
For this one, we effectively have 1 (suggesting counting) and arm, giving the idea of a cubit (often the length between the wrist and the elbow) or similar.
Maybe imagine the architect with his blueprints still tucked under his arm as he measures the length with his forearm."
747,史,"history",1,2016-06-15 15:00:15,"First point: this is actually supposed to show the ""mouth"" is actually tucked under the arm (not above it)
Second point: the kanji has meanings ""history"", ""chronicle"" and (most importantly) ""history of a country"".
So, imagine this mouth to be an abbreviation of the kanji for country, and if you're able to put it under your arm, it's obviously not the country itself but a history of the country."
748,吏,"officer",1,2016-06-15 15:03:43,"Staying with the idea that ""mouth"" is actually an abbreviation of ""country"" (as in history), let the stripe at the top denote a rank.
Whole thing: an officer in the Red Army, a single stripe on his uniform and a copy of Mao's Little Red Book under his arm."
749,更,"grow late",1,2016-06-15 15:06:59,"Sun below line already seems to indicate that it's growing late. You put one arm under the other and make shadow puppet shapes on the wall to send the young ones off to sleep. So now the falling sun literally is under your arms as you cast the shadow up onto the wall..."
750,硬,"stiff",1,2016-06-15 15:12:21,"stone + growing late
An anti-troll (or anti-gargoyle). Usually, these creatures stiffen up and turn to stone if sun hits them, but these guys are the opposite: they stiffen and turn to stone as the day grows late."
751,梗,"spiny",1,2016-06-15 15:16:27,"tree + grow late
As it grows late, the trees cast weird shadows, reminding one of angular, spiny creatures invading your bedroom like cracks of dark ice breaking through and overtaking normal reality.
(think how much scarier it would be with lightning strikes too!)"
752,又,"or again",1,2016-06-15 15:20:52,"I already know this as the kanji for ""mata"". Wasn't aware of its 2nd meaning as ""crotch"" or ""oxter"" (or, again, in more common English, ""armpit"")."
753,双,"pair",1,2016-06-15 15:24:41,"After Mr. Garrison got his ""pair"" remodelled and decided he was a lesbian, I've a very vivid memory of him saying ""ooh, scissors me!"" Well I guess they come in pairs, don't they?
(oh, and obviously it's a pair of crotches doing the scissoring)"
754,桑,"mulberry",1,2016-06-15 15:33:19,"I'm just going to go with what I know of ""また"" and imagine someone finding a mulberry tree teeming with silkworms, their eyes lighting up and a pile of 又 symbols as like dollar signs in cartoons when they think about how rich they're going to get off all that silk. So instead of Heisig's ""or again"", I'm going with ""and more"", ""and more"", ""and more"" as they tally up the value in their head."
755,隻,"vessels",1,2016-06-15 15:37:55,"Not drinking vessels, apparently (because it would be yucky to drink out of turkey crotches).
So, imagine a car ferry (that kind of vessel) made by hollowing out a giant turkey and the cars driving into its crotch to board. Well, it's not so far from the idea of swan boats for paddling about in, just on a larger, more commercial scale."
756,護,"safeguard",1,2016-06-15 15:52:54,"say-(flower, vessels/turkey-crotch)
This word appears in the naval manual under ""safeguarding the ship""
The intended meaning was that a priest should say a prayer first and then sprinkle flower petals on deck before setting off.
The mates were illiterate so when they saw the word, they brought along a turkey as a mascot, putting flowers in its hair and calling it ""Judy Garland"". Since they didn't understand what the word meant, the turkey's crotch received no safeguard from the sailors attentions."
757,獲,"seize",1,2016-06-15 15:56:33,"Poor old Judy Garland (flower over turkey). With that pack of randy seamen (see safeguard) pursuing her and seizing her so roughly all the time, her crotch just seized up."
758,奴,"guy",1,2016-06-15 16:02:19,"The song Lola... ""Well I'm not the world's most physical/passionate guy""
Don't be that guy... check the woman's crotch first"
759,怒,"angry",1,2016-06-15 16:10:12,"Protestants in Northern Ireland really take this Guy Fawkes thing to heart. It's over 400 years ago and they're still angry that he tried to blow up Parliament!"
760,友,"friend",1,2016-06-15 16:11:20,"hanging out with, or then again ...
familiarity breeds attempt, I guess."
761,抜,"slip out",1,2016-06-15 16:14:14,"I wanted my friend to show me how to do some chords on my guitar, so I asked if she'd be my ""finger buddy"". I guess that slipped out wrong."
762,投,"throw",1,2016-06-15 16:35:28,"wind + crotch -> ""missile""
finger + missile is obviously ""throw"", but  ""missile""? ...
I guess ""explaining ""missile"" in terms of ""throw"" is best:
An Uilleann Pipe (Irish bagpipes) is inflated by sticking it under your armpit and I'm using it like a sonic weapon. This covers missile: a crotch-powered wind instrument being used to fire awful sound-missiles. 
Since no air escapes until you press the button with your fingers, your fingers are what ""throws"" these sonic missiles around."
763,没,"drown",1,2016-06-24 10:56:50,"water-missile
Imagine a massive super-soaker type water pistol that fires huge bubbles of water (missiles) that drowns the opponent."
764,股,"thigh",1,2016-06-15 16:42:30,"thigh missile
One particularly evil uilleann piper that I know actually had the bellows of his bagpipe surgically implanted into his legs. (probably so that he could continue to fire his sonic missiles while on the run from mobs of angry music lovers wanting to lynch him)"
765,設,"establishment",1,2016-06-15 16:45:46,"word-missile

I've heard that if you can say the word ""antidisestablishmentarianism"" just right it has the power of a sonic blast missile, using a special resonance frequency to reduce buildings to rubble."
766,撃,"beat",1,2016-06-15 16:47:58,"Drive-by shootings beats hand-to-hand combat hands down.
(for this sense of beat, think ""paper-scissors-stone"" if it helps; tank beats everything)"
767,殻,"husk",1,2016-06-15 16:58:12,"The bit on the left is *not* sell, though it looks similar.
Husk of a man = shell of a man = only a shadow of his former self.
The whole samurai class became superfluous after the introduction of gunpowder-based weapons. So sad to see them now, not men, but mere husks."
768,支,"branch",1,2016-06-15 16:59:33,"If your brothel already has ten crotches ready to go, maybe it's time to think about opening a new branch?"
769,技,"skill",1,2016-06-15 17:04:12,"hand-branch
(continuing idea from my story for branch)
Maybe open up a branch of your brothel and fill it with those who are especially skilled with their hands? (hand-job branch)
pathway: skill .. with hands ... oldest profession/skill ... brothel ... branch"
770,枝,"bough",1,2016-06-15 17:07:04,"My story for branch uses it in the sense of a branch of a business (a brothel, to be precise, since I read ""ten crotches""). So ""bough"" is somewhat secondary and needs to have a tree put in front of it to narrow down that particular meaning."
771,肢,"limb",1,2016-06-15 17:08:02,"so we have trunks and limbs, just like trees. So fleshy branches are what we call limbs. Easy."
772,茎,"stalk",1,2016-06-15 17:35:31,"I have problems with the generic reading of ""spool"" (圣) as a component. For one thing, it's given the meaning ""Holy"" elsewhere. So I'm going to think of a Maypole. The top part is a picture of the streamers, while the earth beneath probably represents fertility/the Earth mother (or just a gathering ground)
Sticking with pagan interpretations, the flowers represent blooming/fruition, and the streamers coming down are the stalks of the flower heads, connecting the dancers to this unified life-force."
773,怪,"suspicious",1,2016-06-15 17:42:17,"state of mind of a maypole spinning round by itself. It's like you're alone in the universe and the streamers represent your thoughts/essences flowing away. It's not a pleasant state of mind, but yet you don't want to leave and connect with other people because you view the outside with suspicion and fear.
Also think horror films with an empty carousel at night, going round and round. Again, the air of suspicion all around, and you feel trapped on the carousel due to this state of mind."
774,軽,"lightly",1,2016-06-15 17:44:05,"Same maypole/carousel image on the right. This time, the car is suspended from long ropes, and ride goes lightly along through the air."
775,叔,"uncle",1,2016-06-15 17:53:18,"A good uncle is someone who only towers over you a little bit (above-little) and never admonishes you (is missing that first stroke from taskmaster)
Remember that the left side also appeared in relatives.
I like the explanation that uncle is a kind of ""crotch-mate"" by proxy (from the same family line). If you go up the family tree to your parents, then look at the ""littler"" ones that came out of the same crotch (your grandmother's), then they should make ideal uncle material."
776,督,"coach",1,2016-06-15 17:54:58,"A good coach casts an avuncular (ie, uncle-like) eye over his charges. Never too strict, but always trying to encourage you to do your best."
777,寂,"loneliness",1,2016-06-15 17:57:23,"We might think of an ""old maid"" as being the symbol of loneliness, but I guess that in kanji, it's the uncle living in his house alone without a wife. Easy."
778,淑,"graceful",1,2016-06-18 07:59:42,"Juxtaposing with the idea of loneliness, perhaps the old maid has come to terms with her isolation (dealing with her loneliness with good grace) and finds a slow, graceful rhythm to her life. I would guess that this could be symbolised by water by either her flowing manner or from the way her attitude shows right from the start of the day with her morning ablutions.
Note the graceful form of the kanji with just three tall strips side by side. No need to remember complex positioning."
779,反,"anti-",1,2016-06-15 18:07:08,"42: Many were increasingly of the opinion that they'd all made a big mistake in coming down from the trees in the first place. And some said that even the trees had been a bad move, and that no one should ever have left the oceans.

#Or again#, some said that coming down from the #cliffs# was a bad move.

Everyone's anti-something."
780,坂,"slope",1,2016-06-15 18:09:05,"A slope is anything that goes against level ground. Anti-level."
781,板,"plank",1,2016-06-16 13:48:26,"If trees could scream, would we be so cavalier about cutting them down? We might, if they screamed all the time, for no good reason.
Anyway, whether they scream or not, it's easy to see why trees might be anti-planks.
To distinguish from ""lumber"", consider ""anti-"" as meaning ""as against"" or ""as opposed to"" in this case. So we have tree - lumber - plank. Tree and plank are at the opposite ends of this spectrum, so plank is a more anti-tree thing.than lumber."
782,返,"return",1,2016-06-15 18:19:56,"Very obvious, but this is liable to cause confusion with other similar words.
I suggest instead of ""anti-road"", think of taking the reverse road. If you had a time machine, imagine unwinding the journey to get back to where you were before."
783,販,"marketing",1,2016-06-15 18:23:57,"It's anti-money for the company that has to shell out for the marketing, but ultimately it's anti your-money when you shell out for things are anti- your real wants or needs.
(I wonder if there's such a thing as an antimony salesman?)"
785,妥,"gentle",1,2016-06-15 18:27:57,"That must be one gentle vulture if it can perch on that woman's shoulders without gouging them with its claws.
wohewgentreg"
786,乳,"milk",1,2016-06-15 18:30:04,"C'mon, try it kid... the first one's free!
The milk-pushing vulture as he whispers into the kid's ear trying to hook him on this vile white substance."
787,浮,"floating",0,2016-06-15 18:30:50,"The vulture has no fear of drowning in the sea since he's floating on a small child."
788,淫,"lewd",1,2016-06-15 18:40:17,"Three ways to deal with lewd behaviour in public:
1. bucket of water
2. giant claw descending from the ceiling
3. just enjoy the show and leave it for the porters to worry about"
789,将,"leader",1,2016-06-15 18:54:33,"We'd all like great leaders, but most of them are only there because of luck (accidentally reading the portents right), opportunism (like a vulture sweeping in to steal someone else's meal) and an ugly desire to hang on to power (glue)"
790,奨,"exhort",1,2016-06-15 19:08:25,"leader + big dog
Our brave leader's exhortations were a bit hard to take seriously while he was still on dog-back."
791,采,"grab",1,2016-06-15 19:18:53,"Grabbing doesn't imply much in the way of finesse. It's like a vulture grabbing an entire tree when he just wants to pluck a single squirrel from it."
792,採,"pick",1,2016-06-15 19:20:36,"The antidote to the horror of trying to remember ""grab"" in isolation. Here, having fingers give more control about what you're picking up."
793,菜,"vegetable",1,2016-06-15 19:23:36,"I don't like ""flower"" here because once vegetables flower, the rest of the plant isn't very good for eating. However, I'll use it and say that once you see it beginning to flower, you'd better go out and grab it before it becomes bitter or woody. (eg, turnips, carrots, onions, leafy greens, etc)."
794,受,"accept",1,2016-06-15 20:34:56,"birdhouse-crotch
Never accept a pubic wig from anyone if you hear the word ""cheep"". It's probably a birdhouse in disguise.

--- OR ---

""so the room must listen to me filibuster vigilantly,
it's a simple message so I'm leaving out the whistles and bells""
My friends have come to accept that I'll always greet them with my rendition of ""#Birdhouse# in your soul"", complete with #armpit# farts."
795,授,"impart",1,2016-06-15 19:46:21,"finger-accept
When it comes to imparting information, even if you don't speak the language, primitive finger signs are accepted everywhere.
(Newton's first law, too; if you impart an impulse by pushing a ball with your finger, the ball has no option but to accept and modify its momentum)"
796,愛,"love",1,2016-06-15 19:54:00,"Love is accepting another's heart. In the process it transforms thoughts of only your crotch into thoughts of walking together. (Thanks, samuize, ""愛は相手の心を受けることです"" was really helpful)."
797,曖,"unclear",1,2016-06-15 19:56:56,"sun + love = unclear
Imagine plucking petals off a SUN flower saying ""he loves me"", ""he loves me not"", ""he ..."
798,払,"pay",1,2016-06-15 19:58:26,"The universal symbol for ""pay me"": bend the elbows, bring the tips of the first two fingers and thumb together and rub."
799,広,"wide",1,2016-06-15 19:59:50,"A wide bat-cave has a lot of ""elbow room""."
800,勾,"hooked",1,2016-06-15 20:04:25,"When you're hooked on injecting heroin, you have to bend your elbow and flex your muscles a bit to bring out a vein. This has both ""bound up"" (which can indicate being bound up in addiction, binding the upper arm or the state of your intestines) and the flexing arm movement, making it easy to relate to heroin."
802,鉱,"mineral",1,2016-06-17 13:07:07,"Minerals are where we get metal from, obviously, so either imagine metal + wide as a seam of mineral that's wide enough to mine, or metal + elbow in bat-cave, which shows the mining process.
Also obvious, but ""mine"" and ""mineral"" share a root in English.
Be careful not to think of ""stone"" on the left: think of the finished product (metal) instead."
803,弁,"valve",1,2016-06-16 14:22:26,"If you know a ""Bentou"" box (弁当), you can imagine putting hot food in it if you're rushed in the morning. If the box has a one-way valve to release the pressure, you have no worry of it exploding during the day.
Alternatively, imagine a large piece of elbow macaroni that you can squeeze shut with your two hands to make it operate as a valve (slow or stop flow)."
804,雄,"male",1,2016-06-16 14:26:01,"Counterpart to ""female"" which also uses turkey on the right.
Here, the other parts are ""by one's side"" and ""elbow"" so I imagine the male gets the better deal than the female (who has to stop and sample soup with her spoon) as it looks like he's got his elbows stuck out jostling for space in a crowded bar."
805,台,"pedestal",1,2016-06-16 14:34:39,"Mishear as ""pedal-stool"" and you've got an elbow that looks like a pedal and a stool that looks more like a mouth, so imagine an Ottoman stool (which usually has a box shape).
This is a pretty commonly-occuring primitive and kanji. It appears in ""typhoon"", 台風 and ""kitchen"", 台所 (だいどころ). When it appears within other kanji it often (~50%) gives that kanji a reading of たい."
806,怠,"neglect",1,2016-06-16 14:37:09,"If you wanted to symbolise putting someone on a pedestal, you'd probably put a heart on top of the symbol for pedestal, right? Here, it's the opposite, with the heart underneath. Maybe the person put the heart up there first and somehow it fell off and he neglected to put it back where it should be?"
807,治,"reign",1,2016-06-16 14:42:23,"homonym of rain/reign. Rain supplies the drops, so think of a suitably ""watery"" leader any why they're be reigning from a pedestal. So a bust of Nepture reigns over his particular exhibition in a museum, complete with sprinklers to spray water over all the museum-goers (as well as to make Neptune's head feel at home)."
808,冶,"metallurgy",1,2016-06-16 14:51:23,"Let's say that metallurgy here is about purification. The pedestal on the right is maybe a kind of ""fractional smelter"": a column in which metals (or ores) are heated until they separate into separate bands (strata). Then you cool it quickly with ice and break out the various strata of pure metals (and slag).
Note this is all just about the equipment---no metal primitive included in the kanji!"
809,始,"commence",1,2016-06-16 15:03:37,"A woman (the gallery owner, no doubt) presides over the commencement of a new exhibition of sculptures, all on their own pedestals.
Note very similar meaning with ""first time"", but this has more formal connotations. ""First time"" is more cloak and dagger (literally) while this one just looks more refined, with a woman and a pedestal. Maybe the two are even meant to form a coarse-refined pair?"
810,胎,"womb",1,2016-06-16 15:05:34,"If a placenta is all about feeding a foetus, then this is about giving it some place to be. A pedestal isn't a very safe-sounding place (especially thinking about neglect) but I guess mother knows best!"
811,窓,"window",1,2016-06-16 15:11:41,"roof-human legs-elbow-heart
I prefer to look at the top two parts as ""hole"", except that when it appears in kanji like this, the ""eight"" under the roof (from the word ""hole"") turns into human legs like we see here.
So: hole, elbow, heart all stacked up together gives an impression of sitting under a window, propped up on your elbows and enjoying the view (gazing out on nice things being good for your heart)."
812,去,"gone",1,2016-06-16 15:20:59,"Zombies rising from the earth. They're dead, but not gone, exactly. From under the soil you see a whole forearm, from hand to elbow.
Since it's hard to trigger a memory from a simple word like ""gone"", I think of a song: Real Gone Kid. Change the story: the kid in question is the toddler in Pet Sematary. They bury him in the Pet Semetary after he died. When he does come back (as a zombie), he's a *real* gone kid cos he's lost his soul or something. Sometimes, dead (gone) is bettta!"
813,法,"method",1,2016-06-16 15:27:14,"water-gone
""Gone"" is difficult to work with, so I'll use the word ""zombie"" to encapsulate the story I used for ""gone"".
The best method for killing zombies isn't, as you might think, to shoot them in the head, but to sprinkle water over them just at the moment they're emerging from the soil and use the magic words ""klatuu barada nicto!"" (in a kind of Army of Darkness memory method kind of thing)"
814,会,"meeting",1,2016-06-16 15:33:33,"Includes top three strokes as primitive element for meeting. Think of words like fit, transport and rebuke where this is used (and remember that an ""association of butchers"" is a kind of meeting).
Heisig now denotes the lower three strokes as ""wall""
Maybe the wall is full of coat-hooks, ready for all the nabobs who will be attending this meeting? It fits OK for this kanji, but I may have to revise this later."
815,至,"climax",1,2016-06-16 16:10:54,"Wall over soil
Thanks, danieru. 乃至 puts this in context for me, so I'm going to treat this as meaning ""culmination"" primarily.
So from a bunch of clenched fists we end up with something that resembles a tribal hut, maybe, with earth floors and walls all around in a circle. So maybe individual effort culminating in a shared/tribal achievement."
816,室,"room",1,2016-06-16 16:13:45,"Continue story of climax=culmination, all the individual workers who helped build the ""tribal room"" get little rooms for themselves.
Funny that they decided that an earth floor and walls by themselves represented the climax/pinnacle/destination, but somehow forgot to include a roof in their plans!"
817,到,"arrival",1,2016-06-16 16:26:03,"A Dedekind cut (Set A has no greatest number) or example of Zeno's paradox of Achilles and the Tortoise (Achilles trying but never managing to overtake the Tortoise). We never arrive at the climax on the left, and yet there is a clear-cut concept of arrival, nonetheless."
818,致,"doth",1,2016-06-16 16:32:21,"From the Leonard Cohen song ""Teachers"":

Setup for #climax#:

Several girls embraced me, then
I was embraced by men,
Is my passion perfect?
No, do it once again.

Next verse: doth + taskmaster (I mangled the 3rd line):

I was handsome, I was strong,
I knew the words of every song.
#Doth# my singing please you, [#taskmaster#]?
No, the words you sang were wrong."
819,互,"mutually",1,2016-06-16 16:36:10,"Compare with a triskelion, with three hands holding another's wrist. Same symbolism here."
820,棄,"abandon",1,2016-06-16 16:42:13,"Infant, buckle, tree 
I'm going to say ""with reckless abandon""
I once saw a parent playing with their infant kid on a swing slung from a tree. The kid seemed to be securely buckled in and was obviously enjoying being pushed higher and higher, but even so I was horrified by what I thought was a clear case of reckless abandon."
821,育,"bring up",1,2016-06-17 13:10:08,"Funny how we also use the word ""rearing"" as a synonym for ""bringing up"". It reminds one of rearing animals for slaughter so that we can eat their tasty flesh.
(and yes, ""rear"" is one meaning of this kanji)
Be careful not to confuse with possession"
822,撤,"remove",1,2016-06-16 16:50:02,"finger-bring up/rear-taskmaster
kids always want to put stuff in their mouths as a primitive form of learning about the world. You have to be a gentle taskmaster with them in this case, carefully prying things out of their grasp and removing them to where they won't get them again.
Think of the two on the left together as ""finger rearing"", using the fingers to distract and/or gently remove, and the taskmaster on the right indicating a more gentle form of discipline than usual."
823,充,"allot",1,2016-06-16 16:53:58,"If human infants were like Mr. Potato Head, who lives down at the allotment, and allotted body parts at random. This kid struck it lucky by being allotted human legs. He'll grow into them."
824,銃,"gun",1,2016-06-16 17:00:36,"In the Dirty Harry film, Clint Eastwood is confused over how many bits of #metal# he's used in his gun. Had he used up his entire #allotment#, or had he fired five times? Well to tell you the truth, in all this excitement, I kind of lost track myself."
825,硫,"sulfur",1,2016-06-16 17:06:00,"I'm guessing that this comes from the idea that the easiest way to obtain sulphur is to get it from active volcanoes. So with rock-infant-flood, rock is obviously used for all sorts of rocks and minerals, while flood is the stuff that comes from the volcano. So I'm going with ""infant"" to mean that it's easiest to mine it from an infant (fresh) flood of material from the volcano before it gets too hard to dig out."
826,流,"current",1,2016-06-16 17:11:04,"Might as well go with Moses"
827,允,"license",1,2016-06-16 17:14:43,"Think like a cross between 007 (licence to kill) and Bruce Lee or Tony Jaa (Thai boxing uses elbows and legs a lot more than straight punching). All his body parts (or elbows and legs, at least) have to be registered individually as lethal weapons, with a separate licence for each one."
828,唆,"tempt",1,2016-06-16 17:18:42,"mouth-licence-walking legs
mouth is doing the tempting, trying to tempt the Kung Fu/Muay Thai killer into fighting, but he's not fully licensed yet (needs at least one more licence for his other elbow) and the smart thing would be to ignore the temptation and use his walking legs to get out of there. Of course, that's never the way it plays out in the films!"
831,拙,"bungling",1,2016-06-16 17:23:14,"Mr. Bean (the epitome of ""bungling"") meets the queen of England, gets his finger stuck in his zip so we see it exiting his pantaloons. Maybe bungling also sounds a bit like ""budgie smuggling"", which might help to draw attention to the nether regions as a hook to recall the story."
832,岩,"boulder",1,2016-06-16 17:23:42,"Big scree."
833,炭,"charcoal",1,2016-06-16 17:24:55,"mountain ash... maybe the kind of tree that makes good charcoal?"
834,岐,"branch off",1,2016-06-16 17:27:34,"mountain branch
literally like a branch in the road, except it's in a mountain! Clever kanji designer. Would use again.
Think of Lord of the Rings or The Hobbit with various story branches. Most of the places where things branch off is in mountains, for some reason."
835,峠,"mountain pass",1,2016-06-16 17:29:21,"""You take the high road and I'll take the low""

The troll guarding the mountain looked me up and down, saying ""your pass, please!"""
836,崩,"crumble",1,2016-06-16 17:37:51,"Mountain over companion. From Warren Zevon's ""Fistful of Rain""

Grab a hold, children, grab a hold
When the #mountains crumble#
And you're ready to rumble
And roll like a runaway train

(children grabbing a hold -> #companions#)"
837,密,"secrecy",1,2016-06-19 14:54:32,"Secrecy in your #house# is a sure-fire (#invariable#) way to build #mountain# of trouble
Be careful to distinguish from the similar keyword ""secret"". Both have ""inevitably"" in them."
838,蜜,"honey",1,2016-06-17 13:13:10,"In my #house#, we know that you'll #invariably# catch more #flies# with honey than with vinegar.
(don't forget ""invariably"")"
839,嵐,"storm",1,2016-06-16 17:42:46,"The storm got so bad that the wind ran away to hide under the mountain."
840,崎,"promontory",1,2016-06-16 17:46:28,"High on a rocky promontory sat an Electric Monk on a bored horse.
...
[T]he skin the Monks were given was pinkish-looking instead of purple, soft and smooth instead of crenellated. They were also restricted to just one mouth and nose, but were given instead an additional eye, making for a grand total of two. A #strange# looking creature indeed. But truly excellent at believing the most preposterous things."
841,崖,"bluffs",1,2016-06-17 13:13:42,"dictionary definition of ""bluffs"": a steep cliff, bank or promontory
#Mountainous# terrain (above, which is important), cliff where no trees can find purchase, but ivy can climb up it no problem."
844,分,"part",1,2016-06-16 17:53:40,"I guess that the sword parted the usually-connected parts of ""enter"""
845,貧,"poverty",1,2016-06-16 17:59:02,"I don't want to go for ""part with their money"". I'm not sure if 分ける has that sense. So instead, imagine physically cutting the money repeatedly until all that's left is the lowest denomination. (or other cuts, like this much for rent, this much for heat, this much for ... and this much left for food)"
846,頒,"partition",1,2016-06-21 18:16:10,"part + head
The ""method of loci"" technique for memorising things partitions facts, breaking them into #parts# and storing each one in a separate #part# of the ""mind palace"" that you create in your head."
847,公,"public",1,2016-06-16 18:11:28,"Coming into a public conversation without being invited is called ""elbowing in"". Maybe it's rude, but what are you gonna do?"
848,松,"pine tree",1,2016-06-16 18:15:35,"Pine trees as public urinals. It's easy to get away with it because of the strong scent of the trees."
849,翁,"venerable old man",1,2016-06-16 18:18:20,"public feathers
I think of the venerable old William S. Burroughs going out in public with nothing on except a feather boa."
850,訟,"sue",1,2016-06-16 18:20:14,"Think about the other meaning of ""sue""... an entreaty. These are words best spoken in public because it helps get public opinion on your side."
851,谷,"valley",1,2016-06-16 18:25:38,"Think of the two dashes above as ""motion lines"" like in cartoons. So it's an ""opening up"". The next frame of this mind movie would show the umbrella splitting apart in the middle, too, revealing the mouth (aka an entrance), hence a valley.
Don't think to hard. Just remember the strokes."
