限り	かぎり	limit, limits, bounds., degree, extent, scope., as far as possible, as much as possible, to the best of one's ability, very much., unless (after neg. verb)., the end, the last., as long as, only.
碁	ご	go (board game of capturing territory).
公務	こうむ	official business, public business.
綱	つな	rope., grand champion's braided belt.
行列	ぎょうれつ	line, procession., matrix.
号	ごう	number, edition, make, model, issue, part of that group., sobriquet, pen-name.
合理	ごうり	rational.
紺	こん	navy blue, deep blue.
催し	もよおし	event, festivities, function, social gathering, auspices, opening, holding (a meeting).
子孫	しそん	descendants, posterity, offspring.
実習	じっしゅう	practice, practising, training (esp. practical and hands-on), drill.
社説	しゃせつ	editorial, leading article.
弱点	じゃくてん	weak point, weakness, shortcoming, defect, flaw, sore spot, tender spot.
汁	しる, つゆ	juice, sap., soup, broth., (dipping) sauce.
循環	じゅんかん	circulation, rotation, cycle.
飾り	かざり	decoration.
真っ暗	まっくら	total darkness, pitch dark., bleak future, poor prospects.
水素	すいそ	hydrogen (H).
水分	すいぶん	water, liquid, fluid, moisture, humidity, sap, juice.
杉	すぎ, スギ	Japanese cedar (Cryptomeria japonica).
税関	ぜいかん	customs house.
洗剤	せんざい	detergent, washing material.
全集	ぜんしゅう	complete works.
争う	あらそう	to compete, to contest, to contend., to quarrel, to argue, to dispute, to be at variance, to oppose., (usu. in negative form) to deny (e.g. evidence).
属する	ぞくする	to belong to, to come under, to be affiliated with, to be subject to.
太鼓	たいこ	drum.
地面	じめん	ground, earth's surface.
中途	ちゅうと	in the middle, half-way.
電池	でんち	battery.
内科	ないか	internal medicine, i.e. treatment by medical procedures rather than surgical procedures., department of internal medicine (hospital, etc.).
筆者	ひっしゃ	writer (often in self-reference), author.
文献	ぶんけん	literature, books (reference), document.
閉会	へいかい	closure (of a ceremony, event, meeting, etc.).
包装	ほうそう	packing, wrapping.
名所	めいしょ, などころ	famous place., name of a part (of an instrument, etc.)., name and address.
目下	めした	subordinate, subordinates, inferior, inferiors, junior.
直径	ちょっけい	diameter.
満点	まんてん	perfect score, full marks., extremely, very, quite.
生き生き	いきいき	vividly, lively.
宴会	えんかい	party, banquet.
屋外	おくがい	outdoors, alfresco.
科	か	department, section, faculty, school, arm., course (of study), branch of study, specialization., (taxonomical) family.
乾燥	かんそう	dryness, aridity, insipidity, dehydration, desiccation.
感激	かんげき	deep emotion, impression, inspiration.
鑑賞	かんしょう	appreciation (e.g. of art), aesthetic sense.
間接	かんせつ	indirection, indirectness.
区分	くぶん	division, section, demarcation, partition, segmentation, subdivision, (traffic) lane, compartment, classification, sorting.
見直す	みなおす	to look again., to get a better opinion of.
現に	げんに	actually, really.
山林	さんりん	mountain forest, forest on a mountain, montane forest., mountains and forest.
車庫	しゃこ	garage, car shed, carport.
重力	じゅうりょく	gravity.
出勤	しゅっきん	attendance (at work), being at work, presence (in the office), going to work, reporting for work.
消化	しょうか	digestion., thorough understanding., selling accumulated (excess) products, dealing with a large amount of work., losing one's form and turning into something else.
鐘	かね	bell (often a large hanging bell), chime.
食器	しょっき	tableware.
侵入	しんにゅう	penetration, invasion, raid, aggression, trespass.
先祖	せんぞ	ancestor.
大小	だいしょう	sizes (various), large and small., daisho (matched pair of long and short swords)., large and small drums., long months and short months.
直線	ちょくせん	straight line.
停電	ていでん	power outage, electricity outage, blackout, failure of electricity supply.
動作	どうさ	action, movements, motions, bearing, behaviour, behavior, execution, actuation, operation, manners.
破片	はへん	fragment, splinter, broken piece.
縛る	しばる	to tie, to bind.
美容	びよう	beauty of figure or form.
民謡	みんよう	folk song, popular song.
無数	むすう	countless number, infinite number, innumerable.
名物	めいぶつ	famous product, special product, speciality, specialty.
郵送	ゆうそう	mailing.
余計	よけい	too many, too much, excessive, superfluous, superabundant, extra, spare, surplus., unnecessary, needless, uncalled-for, otiose., abundantly, excessively, needlessly, all the more.
要領	ようりょう	point, gist, essentials, tenets, outline., knack, trick, the ropes.
引っ越し	ひっこし	moving (dwelling, office, etc.), changing residence.
見つめる	みつめる	to stare at, to gaze at, to look hard at, to watch intently, to fix one's eyes on.
園芸	えんげい	horticulture, gardening.
温室	おんしつ	greenhouse, hothouse, conservatory, glasshouse.
果実	かじつ	fruit, nut, berry.
改札	かいさつ	examination of tickets., ticket gate, ticket barrier.
灰色	はいいろ	grey, gray, ashen.
殻	から	shell, husk, hull, pod, chaff.
休養	きゅうよう	rest, break, recreation.
傑作	けっさく	masterpiece, best work., amusing blunder, funny mistake, boner.
月給	げっきゅう	monthly salary.
謙虚	けんきょ	modesty, humility.
効力	こうりょく	effect, efficacy, validity, potency.
口実	こうじつ	excuse, pretext.
孝行	こうこう	filial piety.
採点	さいてん	marking, grading, scoring.
三角	さんかく	triangle, triangular.
手入れ	ていれ	repairs, maintenance, tending, trimming, grooming., crackdown, (police) raid.
出入り	でいり, ではいり	in and out, coming and going, free association, income and expenditure, debits and credit.
小遣い	こづかい, こずかい	pocket money, spending money, pin money, allowance.
唇	くちびる	lips.
狙う	ねらう	to aim at.
葬式	そうしき	funeral.
題名	だいめい	title.
超過	ちょうか	excess, being more than.
通路	つうろ	passage, pathway, roadway, avenue, aisle.
盗難	とうなん	theft, robbery.
峠	とうげ	ridge, (mountain) pass, difficult part.
半径	はんけい	radius.
分布	ぶんぷ	distribution, dissemination, allocation.
望遠鏡	ぼうえんきょう	telescope.
墨	すみ	sumi, India ink, Chinese ink, ink stick, ink-cake., squid ink, octopus ink., carpenter's inking string.
枚数	まいすう	the number of flat things., win-loss difference which influences the ranking of wrestlers.
鈴	すず, りん, れい	bell (often globular).
箇所	かしょ	passage, place, point, part.
反映	はんえい	reflection (light, image, situation, attitude, etc.), reflecting., influence, application (e.g. of an update).
以降	いこう	on and after, as from, hereafter, thereafter, since.
応接	おうせつ	reception.
応対	おうたい	receiving, dealing with.
下降	かこう	downward, descent, fall, drop, subsidence.
垣根	かきね	hedge, fence.
危うい	あやうい	dangerous, risky, hazardous, perilous, precarious., in danger, in jeopardy, critical, grave, at risk., uncertain, unreliable, insecure, unsteady, doubtful., close (i.e. a close call), narrow.
記号	きごう	symbol, code, sign, notation.
漁師	りょうし	fisherman.
極	ごく	quite, very., 10^48, quindecillion.
刻む	きざむ	to mince, to cut fine, to chop up, to hash, to shred., to carve, to engrave, to chisel, to notch., to tick away (time), to record the passing moments., to etch (into one's mind), to remember distinctly.
刺身	さしみ	sashimi (raw sliced fish, shellfish or crustaceans).
実例	じつれい	example, illustration, precedent.
真っ先	まっさき	the head, the foremost, beginning, the very front.
酢	す	vinegar.
水着	みずぎ	bathing suit, swimsuit, swimmers.
地名	ちめい	place name.
頭脳	ずのう	head, brains, intellect.
配る	くばる	to distribute, to deliver, to deal (cards).
皮肉	ひにく	cynicism, sarcasm, irony, satire.
風船	ふうせん	balloon (esp. small, toy variety).
分類	ぶんるい	classification, categorization, sorting.
兵隊	へいたい	soldier, sailor.
方言	ほうげん	dialect.
無限	むげん	infinite.
毛皮	けがわ, もうひ	fur, skin, pelt., kanji "fur" radical.
力強い	ちからづよい	powerful, strong, forceful, vigorous., reassuring, encouraging.
武士	ぶし, ぶふ, もののふ	warrior, samurai.
両側	りょうがわ, りょうそく	both sides.
書留	かきとめ	registered mail., registration (e.g. of mail), writing down, putting on record, recording, making a note of.
並木	なみき	roadside tree, row of trees.
日差し	ひざし	sunlight, rays of the sun.
案外	あんがい	unexpectedly.
花嫁	はなよめ	bride.
釜	かま	iron pot, kettle.
月末	げつまつ, つきずえ	end of the month.
脂	あぶら	fat, tallow, lard, grease.
湿度	しつど	level of humidity.
斜め	ななめ, なのめ	slanting, tilted, sloping, diagonal, oblique., unusual, slanted (view of the world), bad (mood).
煮る	にる	to boil, to simmer, to stew, to seethe.
乗車	じょうしゃ	taking a train, bus, etc., entraining.
水平	すいへい	level, horizontality.
西暦	せいれき	Christian Era, CE, anno domini, AD.
接続	せつぞく	connection, attachment, union, join, joint, link., changing trains., conjunction.
測量	そくりょう	measurement, surveying.
対照	たいしょう	contrast, antithesis, comparison.
調節	ちょうせつ	regulation, adjustment, control.
長所	ちょうしょ	strong point, merit, virtue, advantage.
通帳	つうちょう	passbook, bankbook.
電流	でんりゅう	electric current.
灯油	とうゆ	lamp oil, kerosene.
反	はん	anti-., antithesis., fanqie, traditional Chinese spelling system in which two characters are used: the first one for the onset, the second one for rhyme and tone.
標識	ひょうしき	sign, mark, flag.
分解	ぶんかい	disassembly, dismantling, disaggregating, analysis, disintegrating, decomposing, degrading., factorization., decomposition, resolution., deblocking.
法則	ほうそく	law, rule.
遊園地	ゆうえんち	amusement park.
留守番	るすばん	care-taking, house-sitting, house-watching., caretaker, house-sitter.
真っ白	まっしろ, ましろ	pure white.
運河	うんが	canal, waterway.
解答	かいとう	answer, solution.
絵の具	えのぐ	colors, colours, paints.
各自	かくじ	individual, each.
驚かす	おどろかす	to surprise, to frighten, to create a stir.
権	けん	right (to do something)., authority, power.
口紅	くちべに	lipstick.
香水	こうすい	perfume.
恨み	うらみ	resentment, grudge, malice, bitterness., matter for regret, regret.
削除	さくじょ	elimination, cancellation, deletion, erasure, DEL (key).
持参	じさん	bringing, taking, carrying.
次ぐ	つぐ	to rank next to, to come after.
受話器	じゅわき	(telephone) receiver.
深まる	ふかまる	to deepen, to heighten, to intensify.
親指	おやゆび	thumb.
積む	つむ	to pile up, to stack., to load (car, ship, etc.), to pack., to acquire, to accumulate.
祖先	そせん	ancestor.
素質	そしつ	character, qualities, genius, the makings of.
売店	ばいてん	shop, stand.
鉢	はち	bowl, pot, basin., flowerpot., crown, brainpan.
免税	めんぜい	tax exemption, duty exemption.
薬局	やっきょく	pharmacy, chemist (shop), drugstore.
余る	あまる	to remain, to be left over, to be in excess, to be too many.
締め切る	しめきる	to close up, to shut up (e.g. behind doors), to cut off (e.g. because a deadline has expired).
叔父	おじ, しゅくふ	uncle (younger than one's parent).
岬	みさき	cape (on coast).
下る	くだる	to descend, to go down, to come down., to be handed down (of an order, judgment, etc.)., to pass (of time)., to surrender, to capitulate., (often in neg. form) to be less than, to be inferior to., to have the runs, to have diarrhea.
下水	げすい	drainage, ditch, gutter, sewerage., sewage, black water.
乾電池	かんでんち	dry cell, battery.
観念	かんねん	idea, notion, conception., sense (e.g. of duty)., resignation, preparedness, acceptance., observation and contemplation.
光線	こうせん	beam, light ray.
慌てる	あわてる	to become confused (disconcerted, disorganized, disorganised), to be flustered, to panic., to be in a hurry, to rush.
校庭	こうてい	schoolyard, campus.
差し引き	さしひき	deduction, subtraction, balance., ebb and flow, rise and fall.
算数	さんすう	arithmetic.
実物	じつぶつ	real thing, original, actual.
写る	うつる	to be photographed, to be projected.
車掌	しゃしょう	(train) conductor.
車輪	しゃりん	(car) wheel.
重役	じゅうやく, おもやく	company director, top management, high executive, (person with) heavy responsibilities.
賞品	しょうひん	prize, trophy.
増減	ぞうげん	increase and decrease, fluctuation.
代名詞	だいめいし	pronoun., synonym, classic example, pattern, byword, representative.
地質	ちしつ	geological features.
停車	ていしゃ	stopping (e.g. train).
田植え	たうえ	rice planting.
虹	にじ	rainbow.
発揮	はっき	exhibition, demonstration, show, display, manifestation.
容積	ようせき	capacity, volume.
丼	どんぶり, どん	porcelain bowl., bowl of rice with food on top.
浴衣	ゆかた, よくい	yukata (light cotton kimono worn in the summer or used as a bathrobe).
植木	うえき	garden shrubs, trees, potted plant.
建つ	たつ	to be erected, to be built.
換気	かんき	ventilation.
詰まる	つまる	to be packed (with), to be full (space, schedule, etc.)., to be blocked (road, pipe, etc.), to be clogged, to be plugged up., to shorten (width, interval, etc.), to shrink (shirt, word form, etc.), to narrow., to be at a loss, to be hard pressed., to end up, to be settled., to become a geminate consonant., to hit the ball near the handle of the bat.
献立	こんだて	menu, bill of fare., program, programme, schedule.
原始	げんし	origin, primeval.
公衆	こうしゅう	the public, general public.
歯車	はぐるま	gear, cog-wheel.
社会科学	しゃかいかがく	social science.
垂直	すいちょく	vertical, perpendicular.
随筆	ずいひつ	essays, miscellaneous writings, literary jottings.
生長	せいちょう	growth, increment.
赤道	せきどう	equator.
瞳	ひとみ	pupil (of eye)., eye.
日の出	ひので	sunrise.
日帰り	ひがえり	day trip.
能率	のうりつ	efficiency., moment (i.e. magnetic moment).
筆記	ひっき	(taking) notes, copying.
膨らむ	ふくらむ	to expand, to swell (out), to get big, to become inflated.
乱暴	らんぼう	rude, violent, rough, lawless, unreasonable, reckless.
和服	わふく	Japanese clothes.
残らず	のこらず	all, entirely, completely, without exception.
英和	えいわ	English-Japanese (e.g. dictionary).
格別	かくべつ, かくべち	particular, special, exceptional, especial., particularly, especially, exceptionally.
曲線	きょくせん	curve.
金魚	きんぎょ	goldfish.
郡	ぐん, こおり	district, county., district (of 2-20 50-home neighbourhoods or townships, in the ritsuryo period).
顕微鏡	けんびきょう	microscope.
鉱物	こうぶつ	mineral.
磁石	じしゃく, じせき	magnet., compass.
自然科学	しぜんかがく	natural science.
湿気	しっけ, しっき	moisture, humidity, dampness.
手首	てくび	wrist.
出迎え	でむかえ	meeting, reception.
序	ついで	opportunity, occasion.
消毒	しょうどく	disinfection, sterilization, sterilisation.
吹雪	ふぶき	snow storm, blizzard.
盛る	もる	to serve (food, etc.), to dish out., to fill up, to pile up, to heap., to prescribe, to administer, to dose out., to put into (e.g. information in a report)., to mark out (e.g. scale), to graduate (e.g. thermometer)., to exaggerate, to apply heavy makeup.
貸し	かし	loan, lending., favor, favour, debt, obligation., creditor, method of lending, credit side.
調味料	ちょうみりょう	flavoring (e.g. salt, sugar, soy sauce, vinegar, etc.), seasoning.
直通	ちょくつう	direct communication.
定期券	ていきけん	commuter pass, season ticket.
標本	ひょうほん	example, specimen, sample.
不規則	ふきそく	irregularity, unsteadiness, disorderly.
不通	ふつう	suspension, interruption, stoppage, tie-up, cessation.
浮かべる	うかべる	to float., to express, to look (sad, glad)., to think, to imagine, to remember.
文体	ぶんたい	literary style.
片道	かたみち	one-way (trip).
北極	ほっきょく	North Pole., the Arctic.
餅	もち, もちい, かちん, あも	sticky rice cake.
万歳	ばんざい, ばんぜい	crying "banzai" (or raising one's hands in the banzai gesture)., something worthy of celebration., giving up., banzai (a celebratory cheer), hurrah (hooray, hurray).
王女	おうじょ, おうにょ	princess.
家主	やぬし, いえぬし, いえあるじ	landlord, landlady., house owner, home owner, head of the household.
機関車	きかんしゃ	locomotive, engine.
見本	みほん	sample, specimen, pattern., model, example.
削る	けずる	to shave (wood or leather), to sharpen, to plane, to whittle, to pare, to scrape off., to shave off (e.g. a budget, expenses, a salary, etc.), to curtail, to cut down., to cross out, to reduce, to curtail, to remove, to erase, to delete.
索引	さくいん	index, indices, indexes.
雑音	ざつおん	noise (jarring, grating)., gossip, irresponsible criticism.
刺す	さす	to pierce, to stab, to prick, to stick, to thrust., to sting, to bite., to sew, to stitch, to embroider., to pole (a boat)., to catch (with a limed pole)., to put (a runner) out, to pick off.
順序	じゅんじょ	order, sequence, procedure.
床の間	とこのま	tokonoma (alcove where art or flowers are displayed).
心得る	こころえる	to know, to understand, to be aware of, to regard as, to take for., to consent, to agree.
図形	ずけい	figure, shape, graphic.
正門	せいもん	main gate, main entrance.
伝わる	つたわる	to be handed down, to be introduced, to be transmitted, to be circulated, to go along, to walk along.
電柱	でんちゅう	telephone pole, telegraph pole, lightpole.
奴	やつ, しゃつ	fellow, guy, chap., thing, object., (derogatory or familiar) he, she, him, her.
日課	にっか	daily lesson, daily work, daily routine.
日用品	にちようひん	daily necessities.
文脈	ぶんみゃく	context.
問答	もんどう	questions and answers, dialogue.
干す	ほす	to air, to dry, to desiccate., to drain (off)., to drink up., to deprive of a role, job, etc. (usu. in the passive).
蚊	か	mosquito.
隔てる	へだてる	to separate (by distance, time, etc.), to isolate, to partition, to divide., to interpose, to have between., to alienate, to estrange.
荒れる	あれる	to be stormy, to be rough., to be ruined, to fall into ruin., to be in a bad temper, to lose one's temper.
座敷	ざしき	tatami room, tatami mat room, formal Japanese room., dinner party in a tatami room.
材木	ざいもく	lumber, timber.
生年月日	せいねんがっぴ	birth date.
大通り	おおどおり	main street.
電球	でんきゅう	light bulb.
当番	とうばん	being on duty.
不運	ふうん	unlucky, misfortune, bad luck, fate.
文房具	ぶんぼうぐ	stationery.
坊さん	ぼうさん	Buddhist priest, monk., boy.
乾杯	かんぱい	toast, drink (in celebration or in honor of something)., drinking one's glass dry., cheers.
芯	しん	wick, marrow, staple (for stapler), (pencil) lead, stuffing, pith., core, heart, centre, center.
快晴	かいせい	clear weather, cloudless weather, good weather.
看病	かんびょう	nursing (a patient).
苦心	くしん	pain, trouble, anxiety, diligence, hard work.
修繕	しゅうぜん	repair, mending.
出来上がり	できあがり	finish, completion, ready, made for, cut out.
初歩	しょほ	basics, rudiments, elements, ABCs of ....
小指	こゆび	little finger, pinky., little toe.
蒸す	むす	to steam, to poultice, to be sultry.
水蒸気	すいじょうき	water vapour, water vapor, steam.
寸法	すんぽう	measurement, size, extent, dimension., plan, intention, arrangement, schedule.
早口	はやくち, はやぐち	fast-talking, rapid talking.
断水	だんすい	water outage.
断定	だんてい	conclusion, decision.
昼寝	ひるね	nap (afternoon), siesta.
鉄砲	てっぽう	gun., wooden pole that wrestlers strike in practice., fugu.
分量	ぶんりょう	amount, quantity.
油断	ゆだん	negligence, carelessness, inattention, unpreparedness.
艶	つや	gloss, glaze., charm, romance, love, youthfulness., color, colour, feeling.
休息	きゅうそく	rest, relief, relaxation.
空想	くうそう	daydream, fantasy, fancy, vision.
兼ねる	かねる	to be unable to, to find difficult (unpleasant, awkward, painful) to do., to serve two or more functions or roles simultaneously, to contain (or combine) two or more features., to work in two or more jobs simultaneously (positions, etc.), to do alongside., to hesitate to do something (out of consideration for others)., to think of the future (as well as the present).
言葉遣い	ことばづかい	speech, expression, wording, language.
枯れる	かれる	to wither (of a plant), to be blasted, to die., to mature (of one's personality, abilities, etc.).
取り消す	とりけす	to cancel, to withdraw, to retract, to take back (words, etc.), to revoke.
診る	みる	to examine (medically).
爪	つめ	nail (e.g. fingernail, toenail), claw, talon, hoof., plectrum, pick., hook, clasp.
日陰	ひかげ	shade, shadow., sunshine.
暴れる	あばれる	to act violently, to rage, to struggle, to be riotous.
盆地	ぼんち	basin (e.g. between mountains).
枕	まくら	pillow, bolster., introduction (e.g. to a rakugo story), lead-in.
預かる	あずかる	to look after, to take care of, to keep, to hold on to, to keep in custody., to take charge of, to be entrusted with, to receive on deposit., to reserve (judgment), to leave undecided.
日日	ひにち	the number of days, date.
煙突	えんとつ	chimney, smokestack, funnel (of a ship), stovepipe., carrying a passenger without turning on the taximeter.
何しろ	なにしろ	at any rate, anyhow, anyway, in any case, because.
懐かしい	なつかしい	dear, desired, missed.
外れる	はずれる	to be disconnected, to get out of place, to be off, to be out (e.g. of gear).
起床	きしょう	rising, getting out of bed.
飢える	うえる, かつえる	to starve, to thirst, to be hungry.
呼び出す	よびだす	to summon, to call (e.g. phone), to convene, to decoy, to lure., to invoke (e.g. subroutine), to call, to open (e.g. a file).
刺さる	ささる	to stick into (something with a sharp point), to prick, to pierce, to get stuck (in), to lodge (in).
蛇口	じゃぐち	faucet, tap.
終点	しゅうてん	terminus, last stop (e.g. train).
初級	しょきゅう	elementary level.
仲良し	なかよし	intimate friend, close friend, bosom buddy, chum.
灯台	とうだい	lighthouse., old-fashioned interior light fixture comprising a wooden pole with an oil-filled dish and a wick atop it.
薄暗い	うすぐらい	dim, gloomy.
物置	ものおき	storage room, storeroom, lumber room.
明け方	あけがた	dawn.
夕日	ゆうひ, せきじつ, せきよう	evening sun, setting sun.
裏口	うらぐち	backdoor, rear entrance.
冷やす	ひやす	to cool (from room temperature), to chill, to refrigerate., to calm down, to cool off, to regain one's composure, to relax., to be frightened (at), to be scared (of).
消耗	しょうもう, しょうこう	exhaustion, consumption, waste, dissipation.
寝台	しんだい, ねだい	bed, couch.
挟む	はさむ	to interpose, to hold between, to insert., to be on either side (e.g. road), to be across (e.g. street, river), to be beyond.
歯磨き	はみがき	dental brushing, brushing one's teeth., dentifrice, toothpaste, tooth powder.
稀	まれ	rare, seldom.
打ち合わせ	うちあわせ	business meeting, previous arrangement, appointment, preparatory meeting., overlap (of a coat, etc.).
近づける	ちかづける	to bring near, to put close, to let come near, to associate with.
寝巻き	ねまき	sleep-wear, nightclothes, pyjamas, pajamas, nightgown, nightdress.
捕らえる	とらえる	to seize, to capture, to arrest., to grasp, to perceive, to treat (as).
生け花	いけばな, せいか	flower arrangement., fresh flowers.
着替える	きがえる, きかえる	to change one's clothes.
殖やす	ふやす	to increase, to add to, to augment.
名字	みょうじ	surname, family name.
編み物	あみもの	knitting, knitted material, crochet.
混ぜる	まぜる	to mix, to stir, to blend.
打ち消す	うちけす	to deny, to contradict., to negate (esp. a sound), to drown out.
時間割	じかんわり	timetable (esp. a weekly school timetable), schedule.
鈍い	にぶい, のろい	dull (e.g. a knife), blunt., thickheaded, obtuse, stupid., dull (sound, color, etc.), dim (light)., slow, sluggish, inert, lethargic., indulgent (esp. to the opposite sex), doting.
替わる	かわる	to succeed, to relieve, to replace., to take the place of, to substitute for, to take over for, to represent., to be exchanged, to change (places with), to switch.
坊ちゃん	ぼっちゃん	son (of others)., young master., green young man from a well-to-do family.
元々	もともと	originally, by nature, from the start.
引っ掛かる	ひっかかる	to be caught in, to be stuck in., to stop by, to drop in for a short visit, to be delayed, to take time., to get mixed up in (trouble), to get entangled in (a problem), to be involved with., to fall for (a trick), to be deceived, to be cheated., to be on one's mind, to worry one, to be bothered by, to feel uneasy., to be obstructed, to be hindered., to splash.
偏る	かたよる	to be one-sided, to incline, to be partial, to be prejudiced, to lean, to be biased, to be biassed.
交じる	まじる	to be mixed, to be blended with, to associate with, to mingle with, to interest, to join.
静まる	しずまる	to quieten down, to calm down, to subside, to die down, to abate, to be suppressed.
その他	そのほか, そのた	etc., otherwise, besides, in addition, the rest, the others, and so forth.
いつの間にか	いつのまにか	before one knows, before one becomes aware of, unnoticed, unawares.
ご無沙汰	ごぶさた	not writing or contacting for a while, neglecting (failing) to write (call, visit, etc.), long silence.
先ほど	さきほど	some time ago, not long ago, just now.
面倒くさい	めんどうくさい, めんどくさい	bother(some) to do, tiresome.
組み合わせ	くみあわせ	combination.
絨毯	じゅうたん	carpet, rug, runner.
ため息	ためいき	sigh.
問い合わせ	といあわせ	enquiry, inquiry, ENQ, query, interrogation.
追いかける	おいかける	to chase, to run after, to pursue.
関西	かんさい, かんせい	Kansai (south-western half of Japan, including Osaka).
腰掛け	こしかけ	seat, bench.
年生	ねんせい	pupil in ... year, student in ... year.
会館	かいかん	meeting hall, assembly hall.
研修	けんしゅう	training (esp. in-service), induction course.
深夜	しんや	late at night.
引き受ける	ひきうける	to be responsible for., to take over, to take up., to guarantee, to undertake., to contract (a disease).
一斉	いっせい	simultaneous, all at once.
共産	きょうさん	communism., Communist Party.
警備	けいび	defense, defence, guard, policing, security.
実	じつ, じち	truth, reality., sincerity, honesty, fidelity., content, substance., (good) result.
農薬	のうやく	agricultural chemical (i.e. pesticide, herbicide, fungicide, etc.), agrochemical, agrichemical.
未満	みまん	less than, insufficient.
着	ちゃく	counter for suits of clothing., arriving at ....
懸命	けんめい	eagerness, earnestness, risking one's life.
国王	こくおう	king.
作成	さくせい	drawing up (e.g. legal document, contract, will, etc.), preparing, writing, framing, making, producing, creating, creation.
有難い	ありがたい	grateful, thankful, welcome, appreciated, evoking gratitude.
交ざる	まざる	to be mixed, to be blended with, to associate with, to mingle with, to join.
見かけ	みかけ	outward appearance.
地盤	じばん, ちばん	ground, crust (earth), bed (gravel, river, etc.)., foundation (building, etc.), base., constituency, power base, support (electoral), footing, foothold.
農産物	のうさんぶつ	agricultural produce.
瓶詰め	びんづめ	bottling, bottled.
売れ行き	うれゆき	sales, demand.
引き返す	ひきかえす	to repeat, to send back, to bring back, to retrace one's steps.
学術	がくじゅつ	science, learning, scholarship.
青少年	せいしょうねん	youth, young person.
南米	なんべい	South America.
濃度	のうど	concentration, thickness, density., cardinality.
返る	かえる	to return, to come back, to go back., to turn over., (after the -masu stem of a verb) (to become) extremely, (to become) completely.
為す	なす	to build up, to establish., to form, to become (a state)., to accomplish, to achieve, to succeed in., to change into., to do, to perform.
拡充	かくじゅう	expansion.
長短	ちょうたん	length., long and short, advantages and disadvantages, pluses and minuses, strong and weak points, merits and demerits.
発射	はっしゃ	firing, shooting, discharge, catapult, ejaculation (sl).
溶岩	ようがん	lava.
功績	こうせき	achievements, merit, meritorious service, meritorious deed.
商	しょう	quotient., dealing, dealer, store., second degree (of the Japanese & Chinese pentatonic scale)., Shang (dynasty of China).
問	もん	counter for questions.
脅かす	おどかす	to threaten, to menace., to startle, to surprise.
学級	がっきゅう	(school) class.
初旬	しょじゅん	first 10 days of the month.
蒸気	じょうき	steam, vapour, vapor., steamship, steamboat, steamer.
長	ちょう	head, chief, leader, elder., merit, strong point., superiority., major (music).
内線	ないせん	phone extension, indoor wiring, inner line.
弁	べん	speech, tongue, talk, eloquence., dialect, brogue, accent., bento, Japanese box lunch., petal., valve., Oversight Department, division of the daijokan under the ritsuryo system responsible for controlling central and provincial governmental offices.
流域	りゅういき	(river) basin.
炭鉱	たんこう	coal mine, coal pit.
混合	こんごう	mixing, mixture, meld., miscegenation.
貯蔵	ちょぞう	storage, preservation.
童謡	どうよう	children's song, nursery rhyme.
防犯	ぼうはん	prevention of crime.
出	で	coming out, going out, outflow, efflux, rising (of the sun or moon)., attending (work), appearing (on stage), one's turn to go on., start, beginning., origins, background, person (or item) originating from ..., graduate of ..., native of ..., member of ... (lineage)., architectural member that projects outward., highest point of the stern of a ship., amount (comprising something), amount of time or effort required to do something.
短編	たんぺん	short (e.g. story, film).
整う	ととのう	to be prepared, to be in order, to be put in order, to be arranged.
開通	かいつう	opening, open, taking effect, becoming active.
大木	たいぼく	large tree.
伝記	でんき	biography, life story.
輸血	ゆけつ	blood transfusion.
地下水	ちかすい	underground water.
遠足	えんそく	excursion, outing, trip.
温帯	おんたい	temperate zone.
歌謡	かよう	song, ballad.
改めて	あらためて	another time, again, over again, once again, anew., formally, especially, intentionally, deliberately.
海水浴	かいすいよく	swimming in the ocean, sea bathing, seawater bath, going for a dip in the ocean.
恐縮	きょうしゅく	feeling obliged, being grateful, being thankful, being sorry, being ashamed.
月日	つきひ	time, years, days.
好き嫌い	すききらい	likes and dislikes, pickiness (about food), choosiness, fussiness, tastes, preferences.
至急	しきゅう	urgent, pressing.
巡る	めぐる	to go around., to return., to surround., to concern (usu. of disputes).
焦げる	こげる	to burn, to be burned.
障子	しょうじ	shoji (paper sliding door).
人通り	ひとどおり	pedestrian traffic.
人命	じんめい	(human) life.
扇風機	せんぷうき	electric fan.
送料	そうりょう	postage, carriage.
足る	たる	to be sufficient, to be enough, to be worthy of.
着替え	きがえ	changing clothes, change of clothes.
抽象	ちゅうしょう	abstract.
長方形	ちょうほうけい	rectangle, oblong.
便所	べんじょ	toilet, lavatory, rest room, latrine, comfort station.
方程式	ほうていしき	equation, formula., method for solving a problem, set way of achieving a particular result.
迷う	まよう	to lose one's way., to waver, to hesitate, to be of two minds over, to be puzzled, to be perplexed., to give into temptation, to lose control of oneself., to turn in one's grave.
溶かす	とかす	to melt, to dissolve.
末っ子	すえっこ	youngest child.
蛍光灯	けいこうとう	fluorescent lamp, fluorescent light., person who is slow to react, someone slow on the uptake.
日当たり	ひあたり	exposure to the sun, sunny place., per day.
転々	てんてん	moving from place to place, being passed around repeatedly., rolling about.
集	しゅう	collection, compilation.
衣食住	いしょくじゅう	necessities of life (food, clothing & shelter).
回数券	かいすうけん	book of tickets.
五十音	ごじゅうおん	the Japanese syllabary.
四角い	しかくい	square, rectangular.
写生	しゃせい	sketching, drawing from nature, portrayal, description.
醜い	みにくい	ugly, unattractive., unsightly, unseemly.
出迎える	でむかえる	to meet, to greet.
針金	はりがね	wire.
